lesson_id,course_id,grade,subject,course_day,unit_number,unit_title,day_in_unit,title,phase,focus,standards
ma-g5-science-u04-l10,ma-g5-science,5,science,46,4,Energy in Food and Motion,10,Synthesis and review: gravity,Synthesis and review,gravity,5-PS3-1;5-PS2-1
ma-g5-science-u04-l11,ma-g5-science,5,science,47,4,Energy in Food and Motion,11,Unit assessment: motion observations,Unit assessment,motion observations,5-PS3-1;5-PS2-1
ma-g5-science-u04-l12,ma-g5-science,5,science,48,4,Energy in Food and Motion,12,Correction and reflection: cause and effect,Correction and reflection,cause and effect,5-PS3-1;5-PS2-1
ma-g5-science-u05-l01,ma-g5-science,5,science,49,5,"Plants, Ecosystems, and Matter Cycles",1,Launch and diagnostic: plant growth needs,Launch and diagnostic,plant growth needs,5-LS1-1;5-LS2-1
ma-g5-science-u05-l02,ma-g5-science,5,science,50,5,"Plants, Ecosystems, and Matter Cycles",2,Concept model A: air and water as matter sources,Concept model A,air and water as matter sources,5-LS1-1;5-LS2-1
ma-g5-science-u05-l03,ma-g5-science,5,science,51,5,"Plants, Ecosystems, and Matter Cycles",3,Guided practice A: producers consumers decomposers,Guided practice A,producers consumers decomposers,5-LS1-1;5-LS2-1
ma-g5-science-u05-l04,ma-g5-science,5,science,52,5,"Plants, Ecosystems, and Matter Cycles",4,Independent application A: food webs,Independent application A,food webs,5-LS1-1;5-LS2-1
ma-g5-science-u05-l05,ma-g5-science,5,science,53,5,"Plants, Ecosystems, and Matter Cycles",5,Concept model B: matter cycling,Concept model B,matter cycling,5-LS1-1;5-LS2-1
ma-g5-science-u05-l06,ma-g5-science,5,science,54,5,"Plants, Ecosystems, and Matter Cycles",6,Guided practice B: ecosystem interdependence,Guided practice B,ecosystem interdependence,5-LS1-1;5-LS2-1
ma-g5-science-u05-l07,ma-g5-science,5,science,55,5,"Plants, Ecosystems, and Matter Cycles",7,Investigation or close reading: plant growth needs,Investigation or close reading,plant growth needs,5-LS1-1;5-LS2-1
ma-g5-science-u05-l08,ma-g5-science,5,science,56,5,"Plants, Ecosystems, and Matter Cycles",8,Reteach and varied practice: air and water as matter sources,Reteach and varied practice,air and water as matter sources,5-LS1-1;5-LS2-1
ma-g5-science-u05-l09,ma-g5-science,5,science,57,5,"Plants, Ecosystems, and Matter Cycles",9,Performance task build: producers consumers decomposers,Performance task build,producers consumers decomposers,5-LS1-1;5-LS2-1
ma-g5-science-u05-l10,ma-g5-science,5,science,58,5,"Plants, Ecosystems, and Matter Cycles",10,Synthesis and review: food webs,Synthesis and review,food webs,5-LS1-1;5-LS2-1
ma-g5-science-u05-l11,ma-g5-science,5,science,59,5,"Plants, Ecosystems, and Matter Cycles",11,Unit assessment: matter cycling,Unit assessment,matter cycling,5-LS1-1;5-LS2-1
ma-g5-science-u05-l12,ma-g5-science,5,science,60,5,"Plants, Ecosystems, and Matter Cycles",12,Correction and reflection: ecosystem interdependence,Correction and reflection,ecosystem interdependence,5-LS1-1;5-LS2-1
ma-g5-science-u06-l01,ma-g5-science,5,science,61,6,Earth Systems and Water,1,Launch and diagnostic: geosphere hydrosphere atmosphere biosphere,Launch and diagnostic,geosphere hydrosphere atmosphere biosphere,5-ESS2-1;5-ESS2-2
ma-g5-science-u06-l02,ma-g5-science,5,science,62,6,Earth Systems and Water,2,Concept model A: water distribution,Concept model A,water distribution,5-ESS2-1;5-ESS2-2
ma-g5-science-u06-l03,ma-g5-science,5,science,63,6,Earth Systems and Water,3,Guided practice A: surface water and groundwater,Guided practice A,surface water and groundwater,5-ESS2-1;5-ESS2-2
ma-g5-science-u06-l04,ma-g5-science,5,science,64,6,Earth Systems and Water,4,Independent application A: system interactions,Independent application A,system interactions,5-ESS2-1;5-ESS2-2
ma-g5-science-u06-l05,ma-g5-science,5,science,65,6,Earth Systems and Water,5,Concept model B: maps and data,Concept model B,maps and data,5-ESS2-1;5-ESS2-2
ma-g5-science-u06-l06,ma-g5-science,5,science,66,6,Earth Systems and Water,6,Guided practice B: regional water patterns,Guided practice B,regional water patterns,5-ESS2-1;5-ESS2-2
ma-g5-science-u06-l07,ma-g5-science,5,science,67,6,Earth Systems and Water,7,Investigation or close reading: geosphere hydrosphere atmosphere biosphere,Investigation or close reading,geosphere hydrosphere atmosphere biosphere,5-ESS2-1;5-ESS2-2
ma-g5-science-u06-l08,ma-g5-science,5,science,68,6,Earth Systems and Water,8,Reteach and varied practice: water distribution,Reteach and varied practice,water distribution,5-ESS2-1;5-ESS2-2
ma-g5-science-u06-l09,ma-g5-science,5,science,69,6,Earth Systems and Water,9,Performance task build: surface water and groundwater,Performance task build,surface water and groundwater,5-ESS2-1;5-ESS2-2
ma-g5-science-u06-l10,ma-g5-science,5,science,70,6,Earth Systems and Water,10,Synthesis and review: system interactions,Synthesis and review,system interactions,5-ESS2-1;5-ESS2-2
ma-g5-science-u06-l11,ma-g5-science,5,science,71,6,Earth Systems and Water,11,Unit assessment: maps and data,Unit assessment,maps and data,5-ESS2-1;5-ESS2-2
ma-g5-science-u06-l12,ma-g5-science,5,science,72,6,Earth Systems and Water,12,Correction and reflection: regional water patterns,Correction and reflection,regional water patterns,5-ESS2-1;5-ESS2-2
ma-g5-science-u07-l01,ma-g5-science,5,science,73,7,Patterns in the Sky,1,Launch and diagnostic: star brightness and distance,Launch and diagnostic,star brightness and distance,5-ESS1-1;5-ESS1-2
ma-g5-science-u07-l02,ma-g5-science,5,science,74,7,Patterns in the Sky,2,Concept model A: sun as a star,Concept model A,sun as a star,5-ESS1-1;5-ESS1-2
ma-g5-science-u07-l03,ma-g5-science,5,science,75,7,Patterns in the Sky,3,Guided practice A: daily shadow patterns,Guided practice A,daily shadow patterns,5-ESS1-1;5-ESS1-2
ma-g5-science-u07-l04,ma-g5-science,5,science,76,7,Patterns in the Sky,4,Independent application A: seasonal daylight patterns,Independent application A,seasonal daylight patterns,5-ESS1-1;5-ESS1-2
ma-g5-science-u07-l05,ma-g5-science,5,science,77,7,Patterns in the Sky,5,Concept model B: data over time,Concept model B,data over time,5-ESS1-1;5-ESS1-2
ma-g5-science-u07-l06,ma-g5-science,5,science,78,7,Patterns in the Sky,6,Guided practice B: scale models and limitations,Guided practice B,scale models and limitations,5-ESS1-1;5-ESS1-2
ma-g5-science-u07-l07,ma-g5-science,5,science,79,7,Patterns in the Sky,7,Investigation or close reading: star brightness and distance,Investigation or close reading,star brightness and distance,5-ESS1-1;5-ESS1-2
ma-g5-science-u07-l08,ma-g5-science,5,science,80,7,Patterns in the Sky,8,Reteach and varied practice: sun as a star,Reteach and varied practice,sun as a star,5-ESS1-1;5-ESS1-2
ma-g5-science-u07-l09,ma-g5-science,5,science,81,7,Patterns in the Sky,9,Performance task build: daily shadow patterns,Performance task build,daily shadow patterns,5-ESS1-1;5-ESS1-2
ma-g5-science-u07-l10,ma-g5-science,5,science,82,7,Patterns in the Sky,10,Synthesis and review: seasonal daylight patterns,Synthesis and review,seasonal daylight patterns,5-ESS1-1;5-ESS1-2
ma-g5-science-u07-l11,ma-g5-science,5,science,83,7,Patterns in the Sky,11,Unit assessment: data over time,Unit assessment,data over time,5-ESS1-1;5-ESS1-2
ma-g5-science-u07-l12,ma-g5-science,5,science,84,7,Patterns in the Sky,12,Correction and reflection: scale models and limitations,Correction and reflection,scale models and limitations,5-ESS1-1;5-ESS1-2
ma-g5-science-u08-l01,ma-g5-science,5,science,85,8,Human Impact and Environmental Decisions,1,Launch and diagnostic: resource use,Launch and diagnostic,resource use,5-ESS3-1;3-5-ETS1-1
ma-g5-science-u08-l02,ma-g5-science,5,science,86,8,Human Impact and Environmental Decisions,2,Concept model A: waste and pollution,Concept model A,waste and pollution,5-ESS3-1;3-5-ETS1-1
ma-g5-science-u08-l03,ma-g5-science,5,science,87,8,Human Impact and Environmental Decisions,3,Guided practice A: conservation strategies,Guided practice A,conservation strategies,5-ESS3-1;3-5-ETS1-1
ma-g5-science-u08-l04,ma-g5-science,5,science,88,8,Human Impact and Environmental Decisions,4,Independent application A: community tradeoffs,Independent application A,community tradeoffs,5-ESS3-1;3-5-ETS1-1
ma-g5-science-u08-l05,ma-g5-science,5,science,89,8,Human Impact and Environmental Decisions,5,Concept model B: evidence-based decisions,Concept model B,evidence-based decisions,5-ESS3-1;3-5-ETS1-1
ma-g5-science-u08-l06,ma-g5-science,5,science,90,8,Human Impact and Environmental Decisions,6,Guided practice B: solution criteria,Guided practice B,solution criteria,5-ESS3-1;3-5-ETS1-1
ma-g5-science-u08-l07,ma-g5-science,5,science,91,8,Human Impact and Environmental Decisions,7,Investigation or close reading: resource use,Investigation or close reading,resource use,5-ESS3-1;3-5-ETS1-1
ma-g5-science-u08-l08,ma-g5-science,5,science,92,8,Human Impact and Environmental Decisions,8,Reteach and varied practice: waste and pollution,Reteach and varied practice,waste and pollution,5-ESS3-1;3-5-ETS1-1
ma-g5-science-u08-l09,ma-g5-science,5,science,93,8,Human Impact and Environmental Decisions,9,Performance task build: conservation strategies,Performance task build,conservation strategies,5-ESS3-1;3-5-ETS1-1
ma-g5-science-u08-l10,ma-g5-science,5,science,94,8,Human Impact and Environmental Decisions,10,Synthesis and review: community tradeoffs,Synthesis and review,community tradeoffs,5-ESS3-1;3-5-ETS1-1
ma-g5-science-u08-l11,ma-g5-science,5,science,95,8,Human Impact and Environmental Decisions,11,Unit assessment: evidence-based decisions,Unit assessment,evidence-based decisions,5-ESS3-1;3-5-ETS1-1
ma-g5-science-u08-l12,ma-g5-science,5,science,96,8,Human Impact and Environmental Decisions,12,Correction and reflection: solution criteria,Correction and reflection,solution criteria,5-ESS3-1;3-5-ETS1-1
ma-g5-science-u09-l01,ma-g5-science,5,science,97,9,Integrated Science and Engineering Capstone,1,Launch and diagnostic: systems thinking,Launch and diagnostic,systems thinking,5-PS1-1;5-LS2-1;5-ESS2-1;5-ESS3-1;3-5-ETS1-3
ma-g5-science-u09-l02,ma-g5-science,5,science,98,9,Integrated Science and Engineering Capstone,2,Concept model A: cause and effect,Concept model A,cause and effect,5-PS1-1;5-LS2-1;5-ESS2-1;5-ESS3-1;3-5-ETS1-3
ma-g5-science-u09-l03,ma-g5-science,5,science,99,9,Integrated Science and Engineering Capstone,3,Guided practice A: energy and matter,Guided practice A,energy and matter,5-PS1-1;5-LS2-1;5-ESS2-1;5-ESS3-1;3-5-ETS1-3
ma-g5-science-u09-l04,ma-g5-science,5,science,100,9,Integrated Science and Engineering Capstone,4,Independent application A: data communication,Independent application A,data communication,5-PS1-1;5-LS2-1;5-ESS2-1;5-ESS3-1;3-5-ETS1-3
ma-g5-science-u09-l05,ma-g5-science,5,science,101,9,Integrated Science and Engineering Capstone,5,Concept model B: design iteration,Concept model B,design iteration,5-PS1-1;5-LS2-1;5-ESS2-1;5-ESS3-1;3-5-ETS1-3
ma-g5-science-u09-l06,ma-g5-science,5,science,102,9,Integrated Science and Engineering Capstone,6,Guided practice B: scientific argument,Guided practice B,scientific argument,5-PS1-1;5-LS2-1;5-ESS2-1;5-ESS3-1;3-5-ETS1-3
ma-g5-science-u09-l07,ma-g5-science,5,science,103,9,Integrated Science and Engineering Capstone,7,Investigation or close reading: systems thinking,Investigation or close reading,systems thinking,5-PS1-1;5-LS2-1;5-ESS2-1;5-ESS3-1;3-5-ETS1-3
ma-g5-science-u09-l08,ma-g5-science,5,science,104,9,Integrated Science and Engineering Capstone,8,Reteach and varied practice: cause and effect,Reteach and varied practice,cause and effect,5-PS1-1;5-LS2-1;5-ESS2-1;5-ESS3-1;3-5-ETS1-3
ma-g5-science-u09-l09,ma-g5-science,5,science,105,9,Integrated Science and Engineering Capstone,9,Performance task build: energy and matter,Performance task build,energy and matter,5-PS1-1;5-LS2-1;5-ESS2-1;5-ESS3-1;3-5-ETS1-3
ma-g5-science-u09-l10,ma-g5-science,5,science,106,9,Integrated Science and Engineering Capstone,10,Synthesis and review: data communication,Synthesis and review,data communication,5-PS1-1;5-LS2-1;5-ESS2-1;5-ESS3-1;3-5-ETS1-3
ma-g5-science-u09-l11,ma-g5-science,5,science,107,9,Integrated Science and Engineering Capstone,11,Unit assessment: design iteration,Unit assessment,design iteration,5-PS1-1;5-LS2-1;5-ESS2-1;5-ESS3-1;3-5-ETS1-3
ma-g5-science-u09-l12,ma-g5-science,5,science,108,9,Integrated Science and Engineering Capstone,12,Correction and reflection: scientific argument,Correction and reflection,scientific argument,5-PS1-1;5-LS2-1;5-ESS2-1;5-ESS3-1;3-5-ETS1-3
ma-g5-social-studies-u01-l01,ma-g5-social-studies,5,social-studies,1,1,"Geography, Historical Thinking, and Civic Inquiry",1,Launch and diagnostic: timeline and chronology,Launch and diagnostic,timeline and chronology,Michigan Grade 5 H1;G1;P1
ma-g5-social-studies-u01-l02,ma-g5-social-studies,5,social-studies,2,1,"Geography, Historical Thinking, and Civic Inquiry",2,Concept model A: maps and spatial thinking,Concept model A,maps and spatial thinking,Michigan Grade 5 H1;G1;P1
ma-g5-social-studies-u01-l03,ma-g5-social-studies,5,social-studies,3,1,"Geography, Historical Thinking, and Civic Inquiry",3,Guided practice A: primary and secondary sources,Guided practice A,primary and secondary sources,Michigan Grade 5 H1;G1;P1
ma-g5-social-studies-u01-l04,ma-g5-social-studies,5,social-studies,4,1,"Geography, Historical Thinking, and Civic Inquiry",4,Independent application A: perspective and context,Independent application A,perspective and context,Michigan Grade 5 H1;G1;P1
ma-g5-social-studies-u01-l05,ma-g5-social-studies,5,social-studies,5,1,"Geography, Historical Thinking, and Civic Inquiry",5,Concept model B: claims and evidence,Concept model B,claims and evidence,Michigan Grade 5 H1;G1;P1
ma-g5-social-studies-u01-l06,ma-g5-social-studies,5,social-studies,6,1,"Geography, Historical Thinking, and Civic Inquiry",6,Guided practice B: civic questions,Guided practice B,civic questions,Michigan Grade 5 H1;G1;P1
ma-g5-social-studies-u01-l07,ma-g5-social-studies,5,social-studies,7,1,"Geography, Historical Thinking, and Civic Inquiry",7,Investigation or close reading: timeline and chronology,Investigation or close reading,timeline and chronology,Michigan Grade 5 H1;G1;P1
ma-g5-social-studies-u01-l08,ma-g5-social-studies,5,social-studies,8,1,"Geography, Historical Thinking, and Civic Inquiry",8,Reteach and varied practice: maps and spatial thinking,Reteach and varied practice,maps and spatial thinking,Michigan Grade 5 H1;G1;P1
ma-g5-social-studies-u01-l09,ma-g5-social-studies,5,social-studies,9,1,"Geography, Historical Thinking, and Civic Inquiry",9,Performance task build: primary and secondary sources,Performance task build,primary and secondary sources,Michigan Grade 5 H1;G1;P1
ma-g5-social-studies-u01-l10,ma-g5-social-studies,5,social-studies,10,1,"Geography, Historical Thinking, and Civic Inquiry",10,Synthesis and review: perspective and context,Synthesis and review,perspective and context,Michigan Grade 5 H1;G1;P1
ma-g5-social-studies-u01-l11,ma-g5-social-studies,5,social-studies,11,1,"Geography, Historical Thinking, and Civic Inquiry",11,Unit assessment: claims and evidence,Unit assessment,claims and evidence,Michigan Grade 5 H1;G1;P1
ma-g5-social-studies-u01-l12,ma-g5-social-studies,5,social-studies,12,1,"Geography, Historical Thinking, and Civic Inquiry",12,Correction and reflection: civic questions,Correction and reflection,civic questions,Michigan Grade 5 H1;G1;P1
ma-g5-social-studies-u02-l01,ma-g5-social-studies,5,social-studies,13,2,Indigenous Peoples Before European Contact,1,Launch and diagnostic: regional diversity,Launch and diagnostic,regional diversity,Michigan Grade 5 U1.1;G4
ma-g5-social-studies-u02-l02,ma-g5-social-studies,5,social-studies,14,2,Indigenous Peoples Before European Contact,2,Concept model A: land and resources,Concept model A,land and resources,Michigan Grade 5 U1.1;G4
ma-g5-social-studies-u02-l03,ma-g5-social-studies,5,social-studies,15,2,Indigenous Peoples Before European Contact,3,Guided practice A: governance and community,Guided practice A,governance and community,Michigan Grade 5 U1.1;G4
ma-g5-social-studies-u02-l04,ma-g5-social-studies,5,social-studies,16,2,Indigenous Peoples Before European Contact,4,Independent application A: trade networks,Independent application A,trade networks,Michigan Grade 5 U1.1;G4
ma-g5-social-studies-u02-l05,ma-g5-social-studies,5,social-studies,17,2,Indigenous Peoples Before European Contact,5,Concept model B: cultural continuity,Concept model B,cultural continuity,Michigan Grade 5 U1.1;G4
ma-g5-social-studies-u02-l06,ma-g5-social-studies,5,social-studies,18,2,Indigenous Peoples Before European Contact,6,Guided practice B: source perspective,Guided practice B,source perspective,Michigan Grade 5 U1.1;G4
